Date,TSLA,3557.TW,8046.TW,3443.TW
2018/3/27,55.835999,20.918163,29.728075,296.465851
2018/3/28,51.556,20.668394,28.244066,280.516785
2018/3/29,53.226002,20.730837,28.244066,252.840363
2018/4/2,50.495998,21.230373,28.72278,244.396713
2018/4/3,53.506001,21.355261,28.339811,228.916672
2018/4/4,57.388,21.230373,26.999414,229.385788
2018/4/5,61.144001,21.167933,26.472828,223.756683
2018/4/6,59.860001,21.167933,26.089857,226.102127
2018/4/9,57.931999,20.730837,25.467531,226.102127
2018/4/10,60.939999,20.980606,25.515402,242.051239
2018/4/11,60.186001,20.605951,25.706888,264.567627
2018/4/12,58.816002,20.668394,25.467531,252.840363
2018/4/13,60.068001,20.605951,25.611143,242.989441
2018/4/16,58.242001,20.605951,24.988817,252.840363
2018/4/17,57.537998,20.668394,24.653719,264.098572
2018/4/18,58.669998,20.668394,25.03669,257.53125
2018/4/19,60.015999,20.793278,25.08456,267.382202
2018/4/20,58.048,22.042124,25.08456,262.691284
2018/4/23,56.674,21.979683,24.605848,266.444
2018/4/24,56.692001,21.542585,24.079264,264.098572
2018/4/25,56.138,21.355261,24.127134,256.593079
2018/4/26,57.096001,21.605028,24.127134,250.964005
2018/4/27,58.816002,21.542585,24.175005,247.680344
2018/4/30,58.779999,21.355261,23.983521,242.52034
2018/5/1,59.984001,21.792355,24.270748,250.025803
2018/5/2,60.23,21.729912,24.605848,245.80397
2018/5/3,56.889999,21.854797,24.510107,251.902161
2018/5/4,58.818001,21.91724,25.180302,255.185806
2018/5/7,60.554001,21.854797,24.893074,258.469452
2018/5/8,60.394001,22.728989,24.653719,249.556702
2018/5/9,61.369999,22.354334,24.270748,241.113068
2018/5/10,61.004002,21.979683,24.031393,237.360336
2018/5/11,60.212002,22.167007,24.175005,239.236694
2018/5/14,58.394001,21.979683,24.270748,252.633957
2018/5/15,56.835999,22.167007,25.611143,266.509674
2018/5/16,57.296001,22.479219,25.323919,285.170135
2018/5/17,56.908001,22.291895,25.611143,299.524353
2018/5/18,55.363998,22.479219,26.041986,296.653503
2018/5/21,56.897999,22.416777,25.850502,288.51944
2018/5/22,55.001999,22.167007,25.754759,288.040985
2018/5/23,55.813999,22.479219,25.946245,275.600677
2018/5/24,55.57,22.354334,25.611143,273.686768
2018/5/25,55.77,22.479219,25.467531,267.945099
2018/5/29,56.751999,21.542585,25.323919,285.648621
2018/5/30,58.344002,21.854797,25.898371,296.653503
2018/5/31,56.945999,21.605028,25.371788,281.820831
2018/6/1,58.363998,21.854797,25.754759,290.911835
2018/6/4,59.348,21.542585,25.467531,295.696564
2018/6/5,58.226002,21.292818,26.377087,276.079163
2018/6/6,63.900002,21.542585,25.802629,270.815948
2018/6/7,63.217999,21.480143,27.765352,266.509674
2018/6/8,63.532001,21.043049,26.807928,257.418701
2018/6/11,66.419998,21.292818,26.664312,261.724945
2018/6/12,68.554001,21.230373,26.760056,265.552734
2018/6/13,68.956001,20.980606,25.980164,256.940216
2018/6/14,71.543999,20.730837,25.980164,267.945099
2018/6/15,71.634003,20.481066,25.736446,261.24649
2018/6/18,74.166,20.168856,26.028906,264.11734
2018/6/19,70.510002,20.106413,25.931421,255.504807
2018/6/20,72.444,20.106413,25.882675,261.724945
2018/6/21,69.501999,19.981529,25.833935,266.031189
2018/6/22,66.725998,19.544432,25.980164,275.600677
2018/6/25,66.601997,20.793278,26.51634,279.906952
2018/6/26,68.400002,20.543509,26.175138,280.385406
2018/6/27,68.900002,20.106413,25.736446,294.739624
2018/6/28,69.986,19.856644,26.175138,299.045868
2018/6/29,68.589996,19.919086,25.736446,312.9216
2018/7/2,67.014,19.981529,25.882675,309.093811
2018/7/3,62.172001,20.043972,25.63896,300.002808
2018/7/5,61.832001,20.231298,25.785191,311.964661
2018/7/6,61.779999,20.106413,25.833935,305.266052
2018/7/9,63.702,20.605951,26.126392,304.787567
2018/7/10,64.494003,20.605951,26.07765,314.357025
2018/7/11,63.792,20.293739,26.711311,292.825714
2018/7/12,63.341999,20.293739,26.418854,317.227875
2018/7/13,63.773998,19.919086,26.418854,343.06543
2018/7/16,62.02,19.981529,26.07765,339.716125
2018/7/17,64.538002,20.168856,26.418854,327.275818
2018/7/18,64.769997,20.231298,26.223879,302.395203
2018/7/19,64.045998,20.356184,26.760056,304.309082
2018/7/20,62.716,20.043972,27.491205,291.868774
2018/7/23,60.639999,20.106413,27.539949,298.567413
2018/7/24,59.486,20.106413,28.124868,290.43335
2018/7/25,61.748001,19.981529,28.661043,275.600677
2018/7/26,61.330002,20.043972,29.050989,284.691681
2018/7/27,59.436001,20.481066,29.440935,272.251373
2018/7/30,58.034,20.106413,29.245964,271.772888
2018/7/31,59.627998,20.293739,28.563557,266.031189
2018/8/1,60.167999,20.356184,27.198746,270.337463
2018/8/2,69.907997,20.293739,27.442461,280.385406
2018/8/3,69.634003,20.106413,27.539949,274.643738
2018/8/6,68.398003,20.106413,28.90476,275.600677
2018/8/7,75.914001,19.919086,28.709787,271.294434
2018/8/8,74.068001,19.794201,28.856018,281.820831
2018/8/9,70.489998,20.481066,28.563557,292.825714
2018/8/10,71.098,19.919086,28.076122,299.045868
2018/8/13,71.281998,19.981529,28.076122,290.43335
2018/8/14,69.528,19.981529,27.978638,299.524353
2018/8/15,67.737999,19.981529,27.881153,287.084045
2018/8/16,67.089996,20.043972,29.245964,291.868774
2018/8/17,61.099998,20.293739,31.683128,320.577179
2018/8/20,61.688,19.981529,30.220829,324.404968
2018/8/21,64.379997,19.981529,30.025854,330.146637
2018/8/22,64.328003,19.981529,30.562033,305.266052
2018/8/23,64.019997,19.981529,30.513287,300.002808
2018/8/24,64.564003,19.919086,30.367058,282.299316
2018/8/27,63.854,20.106413,31.780611,277.993042
2018/8/28,62.372002,19.919086,33.145424,293.304199
2018/8/29,61.001999,19.919086,33.437881,298.567413
2018/8/30,60.630001,19.981529,32.170559,280.385406
2018/8/31,60.332001,19.981529,32.073071,281.820831
2018/9/4,57.790001,20.043972,31.195694,269.858978
2018/9/5,56.147999,20.231298,30.367058,287.084045
2018/9/6,56.189999,21.4177,30.708261,277.993042
2018/9/7,52.647999,21.10549,29.148476,275.600677
2018/9/10,57.099998,21.854797,28.661043,269.858978
2018/9/11,55.888,21.542585,29.294704,259.332581
2018/9/12,58.108002,21.729912,29.343451,268.423584
2018/9/13,57.891998,21.979683,29.245964,257.418701
2018/9/14,59.040001,22.354334,30.0746,253.590912
2018/9/17,58.967999,22.229452,28.953503,257.418701
2018/9/18,56.992001,21.979683,28.076122,232.059601
2018/9/19,59.804001,21.480143,26.126392,230.624191
2018/9/20,59.666,21.480143,25.931421,216.269974
2018/9/21,59.82,20.605951,23.348026,194.738663
2018/9/24,59.936001,20.918163,23.640488,192.346313
2018/9/25,60.198002,21.230373,23.299284,202.394241
2018/9/26,61.916,21.230373,24.12792,210.528305
2018/9/27,61.504002,21.480143,23.737974,215.313019
2018/9/28,52.953999,21.230373,23.981691,199.044937
2018/10/1,62.139999,21.167933,23.884203,205.743561
2018/10/2,60.203999,21.10549,24.859068,205.265091
2018/10/3,58.959999,21.167933,25.3465,193.303268
2018/10/4,56.366001,21.167933,26.272623,197.609512
2018/10/5,52.389999,20.668394,25.3465,185.647675
2018/10/8,50.112,20.855721,25.054041,181.819885
2018/10/9,52.560001,20.605951,24.615353,179.427521
2018/10/10,51.375999,20.855721,23.786716,182.77684
2018/10/11,50.445999,20.918163,24.030432,200.958832
2018/10/12,51.756001,21.230373,24.566608,206.700516
2018/10/15,51.917999,21.167933,25.249014,211.96373
2018/10/16,55.318001,21.10549,27.344975,190.910889
2018/10/17,54.355999,20.543509,26.272623,179.905991
2018/10/18,52.782001,20.543509,28.856018,182.29837
2018/10/19,52,21.10549,28.953503,179.905991
2018/10/22,52.189999,21.230373,28.563557,179.905991
2018/10/23,58.827999,21.792355,28.807272,181.341415
2018/10/24,57.700001,21.792355,30.318316,178.470581
2018/10/25,62.972,21.854797,32.073071,174.164307
2018/10/26,66.18,21.854797,31.780611,172.728912
2018/10/29,66.970001,21.605028,31.195694,173.207382
2018/10/30,65.980003,21.605028,30.220829,178.949051
2018/10/31,67.463997,21.292818,29.392193,178.949051
2018/11/1,68.856003,21.480143,29.392193,182.77684
2018/11/2,69.281998,21.480143,29.050989,169.858063
2018/11/5,68.279999,21.480143,29.050989,157.41774
2018/11/6,68.211998,21.605028,29.245964,172.728912
2018/11/7,69.632004,21.605028,29.440935,173.207382
2018/11/8,70.279999,21.605028,30.367058,181.341415
2018/11/9,70.101997,21.480143,29.245964,188.040054
2018/11/12,66.255997,21.605028,29.684652,190.910889
2018/11/13,67.746002,21.480143,32.609249,206.700516
2018/11/14,68.800003,21.292818,33.291656,206.700516
2018/11/15,69.688004,21.167933,33.632858,190.432419
2018/11/16,70.862,21.230373,31.683128,187.561569
2018/11/19,70.694,21.542585,34.851437,184.212265
2018/11/20,69.498001,21.10549,35.4851,177.992096
2018/11/21,67.638,21.292818,38.994617,182.29837
2018/11/23,65.166,21.480143,38.653416,192.824783
2018/11/26,69.199997,21.480143,36.801167,194.260193
2018/11/27,68.783997,21.10549,36.264996,195.217148
2018/11/28,69.573997,21.167933,36.411224,195.217148
2018/11/29,68.234001,21.355261,35.387615,186.60463
2018/11/30,70.096001,21.230373,34.217773,196.174088
2018/12/3,71.697998,20.980606,33.925316,187.561569
2018/12/4,71.940002,21.230373,35.387615,197.131042
2018/12/6,72.612,21.605028,36.508709,203.351196
2018/12/7,71.594002,21.605028,34.266521,195.695618
2018/12/10,73.029999,21.292818,31.975586,193.303268
2018/12/11,73.351997,21.542585,32.804222,198.087982
2018/12/12,73.32,21.542585,32.950451,197.131042
2018/12/13,75.358002,21.4177,33.242908,194.738663
2018/12/14,73.141998,21.4177,33.827831,175.599731
2018/12/17,69.683998,21.10549,32.657993,175.121262
2018/12/18,67.405998,21.4177,33.827831,175.121262
2018/12/19,66.594002,21.4177,34.315266,176.078201
2018/12/20,63.076,21.355261,32.657993,177.513626
2018/12/21,63.953999,21.4177,33.584114,176.556686
2018/12/24,59.077999,21.4177,32.414272,177.035156
2018/12/26,65.218002,21.355261,33.437881,179.427521
2018/12/27,63.226002,21.4177,33.632858,180.862946
2018/12/28,66.774002,21.542585,33.779087,181.341415
2018/12/31,66.559998,21.480143,34.656467,179.427521
2019/1/2,62.023998,21.542585,35.826302,185.647675
2019/1/3,60.071999,21.542585,35.338871,191.389374
2019/1/4,63.537998,21.605028,34.315266,192.346313
2019/1/7,66.991997,21.605028,34.753956,194.738663
2019/1/8,67.07,21.542585,35.095154,189.475464
2019/1/9,67.706001,21.605028,35.095154,194.260193
2019/1/10,68.994003,21.542585,35.290131,193.781738
2019/1/11,69.452003,21.605028,35.777561,193.303268
2019/1/14,66.879997,21.792355,35.046413,189.475464
2019/1/15,68.886002,21.792355,36.313736,194.260193
2019/1/16,69.209999,21.605028,38.019753,184.690735
2019/1/17,69.461998,21.605028,37.142368,183.73378
2019/1/18,60.452,21.854797,37.191116,193.781738
2019/1/22,59.784,23.041201,36.654938,187.561569
2019/1/23,57.518002,23.228529,36.557453,187.561569
2019/1/24,58.301998,22.853874,37.337345,194.260193
2019/1/25,59.408001,23.166086,36.947399,213.399139
2019/1/28,59.276001,23.103642,35.92379,206.222031
2019/1/29,59.492001,23.103642,35.143898,206.222031
2019/1/30,61.754002,23.166086,35.875046,207.657455
2019/1/31,61.403999,23.228529,37.532318,200.001877
2019/2/1,62.442001,25.538893,36.801167,202.394241
2019/2/4,62.577999,28.036583,37.727295,200.480347
2019/2/5,64.269997,29.722527,37.191116,197.131042
2019/2/6,63.444,29.972294,36.849911,197.131042
2019/2/7,61.501999,29.660082,36.849911,190.432419
2019/2/8,61.16,29.909851,35.387615,197.609512
2019/2/11,62.568001,31.658236,35.777561,192.346313
2019/2/12,62.362,31.283583,35.387615,193.303268
2019/2/13,61.633999,30.846485,35.387615,194.738663
2019/2/14,60.754002,33.71883,35.972534,193.781738
2019/2/15,61.576,32.844639,36.313736,197.131042
2019/2/19,61.127998,32.844639,38.31221,196.652557
2019/2/20,60.512001,32.907082,38.897129,198.566452
2019/2/21,58.245998,32.157772,40.944347,201.915771
2019/2/22,58.942001,32.3451,41.09058,203.351196
2019/2/25,59.754002,32.095329,43.089054,199.523407
2019/2/26,59.571999,32.095329,42.260414,193.781738
2019/2/27,62.948002,33.71883,40.456917,192.824783
2019/2/28,63.976002,34.155926,42.894081,194.260193
2019/3/1,58.958,33.71883,44.648834,197.131042
2019/3/4,57.071999,33.219292,45.428726,196.652557
2019/3/5,55.307999,33.40662,43.868946,196.652557
2019/3/6,55.248001,33.344177,47.085999,216.269974
2019/3/7,55.318001,33.281734,47.963383,211.485245
2019/3/8,56.827999,32.844639,49.81562,219.140808
2019/3/11,58.183998,32.282658,45.379986,218.662338
2019/3/12,56.672001,32.032887,46.744797,212.4422
2019/3/13,57.792,31.470909,45.721188,208.61441
2019/3/14,57.992001,31.033812,45.185013,203.829666
2019/3/15,55.085999,32.469982,45.867416,207.178986
2019/3/18,53.897999,33.031967,46.793541,209.09288
2019/3/19,53.493999,33.031967,47.329712,209.57135
2019/3/20,54.720001,29.784966,46.939774,215.791504
2019/3/21,54.804001,26.850178,50.693001,227.274872
2019/3/22,52.905998,28.099026,52.447758,222.490128
2019/3/25,52.084,27.224833,49.32819,232.538086
2019/3/26,53.554001,28.099026,49.718136,228.231812
2019/3/27,54.966,28.723448,50.303055,231.102661
2019/3/28,55.723999,28.910774,47.475948,224.882492
2019/3/29,55.972,29.222986,44.258888,214.356094
2019/4/1,57.835999,29.972294,45.331242,217.226913
2019/4/2,57.175999,30.846485,45.331242,211.96373
2019/4/3,58.362,29.972294,45.721188,214.356094
2019/4/4,53.556,30.346949,42.699104,212.92067
2019/4/5,54.992001,29.722527,46.306107,208.135925
2019/4/8,54.639999,29.972294,47.475948,204.786621
2019/4/9,54.462002,29.098101,44.941292,195.217148
2019/4/10,55.212002,29.347872,44.161404,195.695618
2019/4/11,53.683998,29.472755,43.868946,199.044937
2019/4/12,53.540001,29.410313,42.406647,209.09288
2019/4/15,53.276001,29.660082,45.623699,212.92067
2019/4/16,54.672001,29.660082,43.868946,209.09288
2019/4/17,54.245998,29.722527,39.579533,203.829666
2019/4/18,54.652,30.596716,37.191116,204.786621
2019/4/22,52.549999,32.469982,37.044888,214.356094
2019/4/23,52.779999,31.470909,35.143898,209.09288
2019/4/24,51.731998,30.534273,31.926844,202.872726
2019/4/25,49.526001,31.22114,30.464544,204.308136
2019/4/26,47.028,31.783121,29.050989,207.178986
2019/4/29,48.293999,31.470909,29.587166,217.226913
2019/4/30,47.737999,30.908928,30.757004,210.528305
2019/5/1,46.801998,30.097178,31.195694,216.748444
2019/5/2,48.82,30.346949,31.878099,218.662338
2019/5/3,51.006001,30.971371,31.244436,214.748917
2019/5/6,51.068001,30.846485,31.731867,206.432907
2019/5/7,49.411999,30.596716,31.829357,204.965378
2019/5/8,48.967999,30.7216,30.757004,200.073593
2019/5/9,48.396,30.908928,33.242908,205.454544
2019/5/10,47.903999,30.596716,36.557453,207.411255
2019/5/13,45.402,30.034737,36.801167,206.922073
2019/5/14,46.462002,30.15962,36.411224,203.008667
2019/5/15,46.389999,30.409389,35.582588,202.519485
2019/5/16,45.666,30.471832,36.021278,206.922073
2019/5/17,42.206001,30.034737,35.241386,206.922073
2019/5/20,41.071999,30.15962,38.360954,209.367966
2019/5/21,41.015999,30.471832,37.727295,219.15152
2019/5/22,38.546001,30.471832,37.239861,224.043289
2019/5/23,39.098,30.908928,38.117237,224.043289
2019/5/24,38.125999,30.659161,37.532318,218.173157
2019/5/28,37.740002,30.7216,37.776035,222.57576
2019/5/29,37.972,30.7216,38.555927,221.108231
2019/5/30,37.644001,30.7216,38.360954,221.597412
2019/5/31,37.032001,30.596716,42.16293,225.021652
2019/6/3,35.793999,30.346949,42.065445,224.043289
2019/6/4,38.720001,30.409389,40.603146,217.68399
2019/6/5,39.318001,30.284506,40.505661,222.086578
2019/6/6,41.189999,30.534273,40.65189,220.619049
2019/6/7,40.900002,30.971371,39.384563,218.173157
2019/6/10,42.576,30.846485,37.301247,217.194809
2019/6/11,43.419998,30.784042,38.342907,221.597412
2019/6/12,41.852001,30.846485,39.384563,224.532471
2019/6/13,42.782001,30.784042,39.285355,229.42424
2019/6/14,42.984001,30.846485,39.18615,230.402603
2019/6/17,45.006001,30.7216,39.334961,226.489182
2019/6/18,44.948002,30.784042,38.938137,223.064941
2019/6/19,45.285999,30.534273,39.483768,218.662338
2019/6/20,43.924,30.596716,40.674232,221.108231
2019/6/21,44.372002,30.7216,41.368671,243.121216
2019/6/24,44.728001,31.158697,41.418274,243.610397
2019/6/25,43.952,31.22114,44.642452,259.264069
2019/6/26,43.854,31.346024,44.047218,259.753235
2019/6/27,44.568001,31.158697,43.898411,262.199127
2019/6/28,44.692001,30.846485,43.451984,254.372299
2019/7/1,45.433998,30.971371,41.666286,246.056274
2019/7/2,44.91,31.096254,42.162315,250.948059
2019/7/3,46.98,31.158697,40.525425,250.948059
2019/7/5,46.619999,31.158697,39.682178,230.402603
2019/7/8,46.068001,31.22114,37.946083,207.411255
2019/7/9,46.012001,31.096254,39.434166,207.411255
2019/7/10,47.784,31.22114,37.896481,198.606064
2019/7/11,47.720001,31.720678,39.483768,200.073593
2019/7/12,49.015999,31.720678,40.227806,210.346329
2019/7/15,50.700001,32.032887,39.880589,210.346329
2019/7/16,50.476002,31.908007,40.773438,210.346329
2019/7/17,50.972,31.970448,41.517479,210.835495
2019/7/18,50.708,32.220215,41.269463,210.346329
2019/7/19,51.636002,32.469982,41.120659,213.281387
2019/7/22,51.136002,32.844639,40.971848,219.15152
2019/7/23,52.034,36.029194,41.319069,217.194809
2019/7/24,52.976002,38.214676,41.765491,226.978363
2019/7/25,45.764,36.903389,41.368671,223.554123
2019/7/26,45.608002,37.153156,38.690125,219.15152
2019/7/29,47.153999,37.590252,38.590919,225.510818
2019/7/30,48.452,38.08979,38.690125,230.891785
2019/7/31,48.321999,38.464443,39.533367,232.359314
2019/8/1,46.77,38.402,39.979794,231.870132
2019/8/2,46.868,38.714214,41.170261,232.84848
2019/8/5,45.664001,39.650845,40.42622,232.84848
2019/8/6,46.150002,40.212826,41.666286,234.805191
2019/8/7,46.683998,42.960289,42.45993,235.783554
2019/8/8,47.66,43.272499,41.765491,231.870132
2019/8/9,47.001999,44.084248,41.219864,234.805191
2019/8/12,45.801998,45.895077,41.02145,237.251083
2019/8/13,47,45.832634,43.451984,232.84848
2019/8/14,43.924,47.393688,46.924175,227.956711
2019/8/15,43.127998,49.953823,48.412258,227.956711
2019/8/16,43.987999,49.953823,49.453915,235.294373
2019/8/19,45.366001,52.826168,49.503521,251.437225
2019/8/20,45.172001,51.889534,49.1563,253.393936
2019/8/21,44.166,49.704056,50.098751,256.32901
2019/8/22,44.43,45.083324,49.801136,250.458878
2019/8/23,42.279999,46.207287,49.404312,244.588745
2019/8/26,43,46.58194,49.602722,243.121216
2019/8/27,42.816002,46.58194,50.197956,244.588745
2019/8/28,43.118,50.141151,48.957886,246.056274
2019/8/29,44.341999,50.703129,49.801136,250.948059
2019/8/30,45.122002,49.828938,49.999546,248.502167
2019/9/3,45.001999,50.078709,49.999546,254.861481
2019/9/4,44.136002,50.203594,51.58683,255.350647
2019/9/5,45.916,50.328476,48.610668,257.796539
2019/9/6,45.490002,50.390923,48.610668,252.90477
2019/9/9,46.358002,50.016266,50.594776,271.004333
2019/9/10,47.108002,50.890457,51.487629,271.004333
2019/9/11,49.419998,51.764648,50.495575,271.004333
2019/9/12,49.174,51.827091,50.79319,270.515167
2019/9/13,49.040001,50.453362,50.892395,273.939392
2019/9/16,48.562,48.892303,50.495575,268.558441
2019/9/17,48.958,49.704056,55.455845,270.02597
2019/9/18,48.698002,49.704056,54.860611,266.112549
2019/9/19,49.32,50.390923,57.241543,269.047607
2019/9/20,48.124001,49.017189,56.15028,269.536804
2019/9/23,48.245998,48.829861,56.051079,270.515167
2019/9/24,44.641998,48.018112,56.051079,268.069275
2019/9/25,45.740002,48.018112,55.654255,271.4935
2019/9/26,48.512001,47.955669,54.95982,261.709961
2019/9/27,48.425999,47.768345,53.769352,254.372299
2019/9/30,48.174,48.330326,54.265381,257.307373
2019/10/1,48.938,49.704056,54.761406,264.64502
2019/10/2,48.625999,49.329399,53.372528,266.601746
2019/10/3,46.605999,49.266956,54.463791,260.242432
2019/10/4,46.285999,48.642532,53.174118,263.17749
2019/10/7,47.543999,48.330326,52.281269,261.220795
2019/10/8,48.009998,49.079632,54.562996,260.242432
2019/10/9,48.905998,48.267883,53.570942,261.709961
2019/10/10,48.948002,52.201744,52.578888,256.32901
2019/10/11,49.577999,57.0098,52.975708,260.731598
2019/10/14,51.391998,56.760033,54.066967,264.155853
2019/10/15,51.577999,54.32478,53.570942,266.112549
2019/10/16,51.950001,52.201744,52.380474,265.134216
2019/10/17,52.394001,53.263264,50.9916,265.134216
2019/10/18,51.389999,51.889534,50.495575,267.090912
2019/10/21,50.700001,51.889534,50.297161,261.220795
2019/10/22,51.116001,52.888611,50.79319,272.471863
2019/10/23,50.936001,52.201744,50.79319,263.17749
2019/10/24,59.936001,52.701283,51.785244,261.709961
2019/10/25,65.625999,51.327553,50.79319,260.731598
2019/10/28,65.542,50.9529,48.213844,252.90477
2019/10/29,63.243999,51.077785,49.801136,254.861481
2019/10/30,63.001999,51.077785,49.999546,248.012985
2019/10/31,62.984001,51.202667,49.503521,250.458878
2019/11/1,62.661999,49.89138,50.297161,244.588745
2019/11/4,63.493999,49.953823,49.801136,239.207794
2019/11/5,63.444,49.57917,48.114643,238.718613
2019/11/6,65.316002,48.704975,48.561066,233.826843
2019/11/7,67.108002,48.205441,48.015438,236.761902
2019/11/8,67.428001,47.830788,47.469803,234.805191
2019/11/11,69.017998,47.581017,48.75948,238.229446
2019/11/12,69.986,47.643459,49.205898,239.207794
2019/11/13,69.222,47.456131,48.809082,236.761902
2019/11/14,69.870003,47.456131,48.313053,238.229446
2019/11/15,70.433998,48.704975,48.610668,239.696976
2019/11/18,69.998001,48.330326,47.22179,239.696976
2019/11/19,71.903999,47.393688,47.122585,237.251083
2019/11/20,70.444,47.393688,47.569012,238.718613
2019/11/21,70.966003,47.206364,46.82497,238.229446
2019/11/22,66.608002,47.268803,46.676163,242.632034
2019/11/25,67.267998,46.89415,45.535301,235.783554
2019/11/26,65.783997,47.081478,45.584904,235.783554
2019/11/27,66.258003,47.643459,47.519409,239.696976
2019/11/29,65.987999,47.830788,46.279343,237.740265
2019/12/2,66.973999,47.643459,44.196026,235.783554
2019/12/3,67.239998,48.142998,45.039272,233.337662
2019/12/4,66.606003,47.518574,44.79126,228.445892
2019/12/5,66.073997,47.518551,45.039272,241.653687
2019/12/6,67.178001,47.518551,46.378548,245.077927
2019/12/9,67.905998,47.518551,49.602722,249.969696
2019/12/10,69.767998,47.518551,49.801136,247.523819
2019/12/11,70.540001,47.518551,49.503521,253.883118
2019/12/12,71.935997,47.518551,49.453915,249.48053
2019/12/13,71.678001,47.518551,49.801136,252.90477
2019/12/16,76.300003,48.912037,49.404312,254.372299
2019/12/17,75.797997,44.020832,44.493641,233.337662
2019/12/18,78.629997,45.87949,43.451984,233.337662
2019/12/19,80.807999,45.243633,42.410328,224.043289
2019/12/20,81.117996,45.488194,44.146423,232.359314
2019/12/23,83.844002,45.243633,43.451984,229.42424
2019/12/24,85.050003,45.047985,45.634506,239.207794
2019/12/26,86.188004,45.047985,44.295235,236.272736
2019/12/27,86.075996,44.46104,42.559139,238.718613
2019/12/30,82.940002,48.863125,44.692051,249.48053
2019/12/31,83.666,52.825001,46.62656,243.610397
2020/1/2,86.052002,51.94458,47.122585,236.761902
2020/1/3,88.601997,53.99889,47.320999,235.783554
2020/1/6,90.307999,53.509769,46.62656,230.891785
2020/1/7,93.811996,52.433701,46.725765,234.316025
2020/1/8,98.428001,52.727177,48.164242,232.84848
2020/1/9,96.267998,52.531528,50.396366,233.337662
2020/1/10,95.629997,52.922821,55.35664,228.935074
2020/1/13,104.972,53.411942,56.447899,230.891785
2020/1/14,107.584,56.346664,54.860611,226.978363
2020/1/15,103.699997,59.183563,54.761406,225.021652
2020/1/16,102.697998,56.444492,52.578888,219.15152
2020/1/17,102.099998,55.270599,55.55505,217.194809
2020/1/21,109.440002,57.324905,55.059021,226
2020/1/22,113.912003,56.640141,55.75346,224.043289
2020/1/23,114.440002,57.129261,55.654255,224.532471
2020/1/24,112.963997,56.640141,56.943928,229.913422
2020/1/27,111.603996,53.705418,54.562996,217.194809
2020/1/28,113.379997,51.748936,55.55505,214.25975
2020/1/29,116.197998,50.966339,53.769352,209.367966
2020/1/30,128.162003,47.004467,48.610668,189.800873
2020/1/31,130.113998,45.732754,46.328945,181.97403
2020/2/3,156,41.868702,43.352779,177.571426
2020/2/4,177.412003,38.15139,44.344833,180.995667
2020/2/5,146.940002,37.66227,47.22179,173.658005
2020/2/6,149.792007,33.896042,42.509533,156.536804
2020/2/7,149.613998,35.99926,42.65834,166.320343
2020/2/10,154.255997,35.021019,38.392509,152.623383
2020/2/11,154.876007,36.145996,39.384563,164.363632
2020/2/12,153.457993,37.222057,43.303181,175.125549
2020/2/13,160.800003,37.026409,46.62656,178.549789
2020/2/14,160.005997,40.694813,49.999546,176.103897
2020/2/18,171.679993,44.754513,51.983654,182.952377
2020/2/19,183.483994,45.096897,54.562996,179.528137
2020/2/20,179.882004,45.87949,53.372528,183.441559
2020/2/21,180.199997,46.026226,53.868557,189.800873
2020/2/24,166.757996,46.36861,52.975708,200.562775
2020/2/25,159.981995,46.417522,52.975708,206.432907
2020/2/26,155.759995,46.172962,51.58683,211.324677
2020/2/27,135.800003,49.69463,53.273327,217.194809
2020/2/28,133.598007,48.520741,56.051079,216.705627
2020/3/2,148.723999,49.401157,61.606579,226.489182
2020/3/3,149.102005,49.498978,61.606579,231.380951
2020/3/4,149.899994,49.401157,64.483543,232.84848
2020/3/5,144.908005,49.303333,63.987514,238.229446
2020/3/6,140.695999,49.988098,65.177979,239.696976
2020/3/9,121.599998,49.401157,64.086716,231.380951
2020/3/10,129.065994,49.401157,64.880363,235.783554
2020/3/11,126.846001,48.716389,67.558907,232.359314
2020/3/12,112.110001,48.765297,66.963676,223.064941
2020/3/13,109.323997,50.770695,67.062881,230.402603
2020/3/16,89.014,55.368423,69.939842,232.84848
2020/3/17,86.040001,54.781479,71.427917,232.84848
2020/3/18,72.244003,56.24884,70.73349,237.251083
2020/3/19,85.528,59.868332,69.939842,229.42424
2020/3/20,85.505997,63.879124,69.245407,228.445892
2020/3/23,86.858002,61.531342,69.046989,223.554123
2020/3/24,101,67.596436,68.947784,225.021652
2020/3/25,107.849998,74.346298,70.73349,217.68399
2020/3/26,105.632004,69.455093,74.602493,213.281387
2020/3/27,102.872002,72.389816,71.229515,215.72728
2020/3/30,100.426003,72.683289,72.221565,216.705627
2020/3/31,104.800003,68.183372,69.939842,212.792206
2020/4/1,96.311996,66.52037,69.344612,211.324677
2020/4/2,90.893997,69.161613,62.499432,216.216446
2020/4/3,96.001999,70.433334,58.035187,218.662338
2020/4/6,103.248001,70.726807,57.340748,219.640701
2020/4/7,109.089996,72.585457,58.233597,228.935074
2020/4/8,109.767998,69.944214,53.670143,219.15152
2020/4/9,114.599998,70.33551,54.265381,224.532471
2020/4/13,130.190002,70.628975,55.75346,224.043289
2020/4/14,141.977997,72.194168,55.55505,223.064941
2020/4/15,145.966003,73.759354,54.562996,224.043289
2020/4/16,149.042007,79.726616,55.55505,226
2020/4/17,150.778,81.780922,59.820885,227.5
2020/4/20,149.272003,79.628799,59.225651,223.5
2020/4/21,137.343994,81.389626,58.928036,229
2020/4/22,146.421997,83.150459,58.630417,233
